"[Chinese, (Sim.)]",6,2,,5,2 weeks ago ,鹿肉排很赞,,主菜点了鹿肉排，甜点的冰淇淋怪怪的，感觉...More
[Swedish],345,32,8.0,4,"May 12, 2016 ","Bra, men förväntade mig mer",,"En varm stämning och välkomnande atmosfär. Kunnig personal som gärna svarar på frågor och rekommenderar efter önskemål. Fantastiska råvaror, men...More"
[Swedish],345,22,3.0,5,"May 15, 2013 ",Godaste restaurangen i Lund!,"Stockholm, Sweden",Fantastiskt god avsmakningsmeny ackompanjerad av välbalanserade umami-drycker samt senior personal med känsla för personlig touch gör detta till en kanon-restaurang
[Swedish],345,40,7.0,5,"May 15, 2017 ",Snabbt effektivt och läckert!,Norrtälje,"Välstekt rosa ankbröst med skånsk sparris, vad kan man mer begära? Jo, goda viner och det finns det stort utval...More"
[Swedish],345,15,3.0,5,"May 16, 2017 ",Middag,"Lund, Sweden",Bra service. Välkomponerade rätter med variation. Spännande rätter som gör en nyfiken att prova nya rätter.
[Swedish],345,115,13.0,5,"May 18, 2018 ",Trevlig kvarterskrog,,Mitt under den hetsiga lundakarnevalen besökte vi restaurangen. Vänlig omtänksam service trots stress och fullsatt! Och köket levererade mycket bra...More
[Swedish],345,7,,5,"May 19, 2018 ",Drinkar eller mat,,"Helt suveränt ställe vare sej du ska äta eller bara ta en drink eller både och, kunnig personal som är...More"
[Swedish],345,44,8.0,5,"May 21, 2016 ",Drinkar i toppklass!,"Lund, Sweden",Stor variation av goda och välgjorda drinkar för alla smakinriktningar. Det allra bästa stället i Lund om man vill ha...More
[Swedish],345,9,3.0,5,"May 23, 2017 ",Lunds bästa restaurang,"Lund, Sweden","Mat & Destillat är Lunds bästa restaurang. Både vad gäller lunch och à la carte. Alltid väldigt bra service, trevlig...More"
[Swedish],345,17,2.0,5,"May 25, 2017 ","Maten, personalen!","Lund, Sweden","Fantastisk god mat, underbar personal, härlig lokal.
Ett mycket bra ställe att äta med goda vänner, ta gärna en drink...More"
[Swedish],345,2,,5,"May 26, 2018 ",Perfektion,,"Maten var silkeslen fin!
Personalen mycket trevlig och kunnig, berättade lite historia om drinkarna de serverade, uppskattat."
[Swedish],345,226,69.0,5,"May 27, 2014 ",Bra mat och bättre bar,"Lund, Sweden","Mat & Destillat är precis vad det låter. Mat och dryck. Menyn är fräsch och årstidsanpassad. Alltid något spännande, alltid...More"
[Swedish],345,1,,4,"May 27, 2014 ",Genuin,,"Väldig bra service. Utmärkta kypare, proffsiga.Man känner sig väl omhändertagen.De missar inte detaljer. Maten var långtidsstäkt griskött. Smälte i munnen,...More"
[Swedish],345,6,4.0,5,"May 27, 2014 ",Fantastisk lunch,,"Alltid väldigt vällagad och god lunch. Väldigt trevlig personal. Se till att boka bord, det blir ofta fullsatt på lunchen!"
[Swedish],345,1,,5,"May 27, 2015 ",Supernöjd till bra pris!!,,"Så god mat, fantastiska smaker på alla ingredienser. Mycket trevlig miljö. Servitörerna var mycket tillmötesgående och trevliga."
[Swedish],345,202,45.0,4,"May 3, 2015 ","Bra klass, men lite väl snäv meny!",,"Servicen är bra, dvs kunnig, trevlig och hjälpsam, men inte så snabb. Kan inte riktigt avgöra varför, restaurangen är full...More"
[Swedish],345,18,11.0,4,"May 3, 2016 ",Mycket mysig stämning,"Lund, Skåne Län, Sweden","Mycket fint tillagad mat, otroligt fin miljö och trevlig personal. Köttet perfekt stekt och alla tillbehör passade mycket bra till."
[Swedish],345,65,9.0,5,"May 31, 2015 ",Fantastiskt! ,"Lund, Sweden","Underbart god mat med mycket bra råvaror. Personalen var kompetenta och väldigt serviceinriktade. Ätit där några gånger, och rekommenderar detta...More"
[Swedish],345,29,4.0,4,"May 9, 2013 ",Trevligt,,Personalen är trevliga och duktiga. Stora rätter och bra utbud. Allt vi åt var jättegott utom deras potatis som inte...More
[Swedish],345,657,161.0,5,"May 9, 2013 ",Utmärkt mat och service,"Stockholm, Sweden","Började med 3 Bellini. Vi åt nässelsoppa, oxkind som förrätt. Två tuppar och en Flankstek som huvudrätt. Dessert Chokladfondant och...More"
[Swedish],345,88,10.0,3,"November 1, 2018 ",Pretentöst,"Lund, Sweden","Ett fruktansvärt pretentiöst ställe. Lokalen är fint inredd och med skön atmosfär. Menyn är förvisso relativt säsongsbetonad, men vi får...More"
[Swedish],345,54,16.0,3,"November 10, 2016 ",Överskattad restaurang,stockholm,"Förstår inte varför denna restaurang är så uppskattad, för krånglig mat och för många olika smaker som inte harmonierar.
T...More"
[Swedish],345,8,3.0,3,"November 10, 2018 ",Hyfsat,"Ahus, Sweden","Trevlig (men för min smak något för kall) lokal, hyfsad mat (blev dock lite lurig i kistan efteråt) och stapplande...More"
[Swedish],345,129,20.0,4,"November 11, 2015 ",Gåsmiddag,"Lund, Sweden","Fullsatt, många som vi hade beställt gåsmenyn med tillhörande vinmeny. Svartsoppan lite tunnare än vanligt men välsmakande. Gåsen perfekt stekt...More"
[Swedish],345,17,2.0,5,"November 12, 2015 ",Fantastisk middag!,"Angelholm, Sweden","Mycket trevlig atmosfär, och det var dessutom väldigt trevlig personal. Snabb service under hela vistelsen. Maten var fantastisk god och...More"
[Swedish],345,40,12.0,4,"November 16, 2016 ",EnTrevlig Reaturang,"Lund, Sweden",En fin stämning med en lyxkänsla Dock kan kännas lite trångt och högljudd. Mat är gott med vegetarisk alternativ.
[Swedish],345,13,5.0,5,"November 16, 2018 ",God mat. Utmärkt service!,"Lund, Sweden","Jag, dotter, 7 nu,  och gudfar har anammat denna restaurang som vår månatliga middag/sammankomst. Menyn alltid utmärkt. Alltid oerhört vällagat....More"
[Swedish],345,11,3.0,4,"November 17, 2016 ",Troligen bäst i Lund,"Angelholm, Sweden","Varit här vid flertalet gånger, både lunch och middag samt barhäng.

Drinkarna är riktigt riktigt bra, ölutbudet är också roligare...More"
[Swedish],345,99,18.0,5,"November 19, 2018 ",Så nära en perfekt lunch man kan komma,"Malmo, Sweden",Trevlig och uppmärksam personal serverar väldigt vällagad och genomtänkt lunch. Goda vegetariska alternativ. Bra centralt läge. Rekommenderas varmt.
[Swedish],345,48,25.0,2,"November 23, 2014 ",Affärslunch mitt i veckan,Rom,Var här och åt affärslunch med mat från menyn. En biff som var nog det segaste och fetaste jag ätit...More
[Swedish],345,6,2.0,4,"November 23, 2014 ",Bästa maten jag ätit i Lund so far,"Lund, Sweden","Har ätit ganska många luncher och middagar här, samt hängt i baren.
Servicen i bardelen har alltid varit oklanderlig, de...More"
[Swedish],345,9,1.0,5,"November 24, 2018 ",Njutbar middag,"Kungsbacka, Sweden",Uppmärksam och trevlig personal. kreativa drinkar och en härlig avsmakningsmeny i kombination med avpassat vinpaket. Helt enkelt en toppenkväll!
[Swedish],345,41,10.0,4,"November 26, 2015 ",Värt ett besök,"Lisbon, Portugal",Restaurangen ligger nära Domkyrkan. Mysigt ställe med mycket trevlig personal och väldig god mat. Vi var med familjen men restaurangen...More
[Swedish],345,147,53.0,4,"November 27, 2016 ",Här kan man kombon mat och vin.,"Staffanstorp, Sweden",Var här och åt en liten rätt på matnatten i Lund. Till detta köpte vi ett glas vin som de...More
[Swedish],345,59,19.0,4,"November 28, 2016 ",God mat men kanske inte riktigt service i klass med priset,"Lund, Sweden","Der här är ingen billig restaurang men maten är mycket bra, även om portionerna inte är så stora. Inredning och...More"
[Swedish],345,1,2.0,1,"November 3, 2016 ",Sunkig service,"Malmo, Sweden","Oerhört dålig service, ouppmärksam och otrevlig personal. Maten är bra, men delar av personalen lämnar övrigt att önska."
[Swedish],345,2,,5,"November 4, 2014 ",Självklar mötesplats i hjärtat av Lund,"Lund, Sweden","Conditori Lundagård var en institution i Lund i årtionden, tillhåll till både lundaprofiler och ""vanliga"" lundabor. Efter att Conditori Lundagård...More"
[Swedish],345,37,17.0,2,"November 5, 2016 ",Inte värt pengarna!,"Malmo, Sweden",Jag och tre kollegor besökte restaurangen tillsammans. Det tog lång tid innan vi fick menyer och innan vi fick bröd....More
[Swedish],345,6,7.0,2,"November 6, 2013 ",Carin D.,"Lund, Sweden",Vår grupp på närmare 30 personer f.d.barnpsykiatrisk personal hade bokat lunch  4 november och såg förväntansfullt fram mot en delikat...More
[Swedish],345,26,4.0,5,"November 6, 2017 ",Alltid väldigt gott och service på hög nivå!,"Lund, Sweden",Härlig tight lokal med god stämning. Drink och vinlista av mycket bra klass. Maten är underbar vilket ger en helhet...More
[Swedish],345,3,2.0,2,"October 1, 2016 ",En besvikelse kvalité inte i samklang med prisnivån,,"God fördrink, dock få rätter att välja på i menyn, små portioner   och endast dyra  viner. Maten smakade bra men...More"
[Swedish],345,7,2.0,5,"October 1, 2016 ",Måste vara Lunds bästa restaurang,"Trelleborg, Sweden","Verkligen en upplevelse, fantastiskt bra service maten var helt ljuvlig!  Denna restaurang kan varmt rekommenderas."
[Swedish],345,50,15.0,5,"October 10, 2014 ",En lubb att minnas,"Lund, Sweden",Om man vill ha något extra så skall man besöka denna restaurang. Jag var där och serverades en makalös grillad...More
[Swedish],345,4,1.0,5,"October 10, 2015 ",Toppenmat & drinkar,"Ingelstad, Sweden","Väldigt trevlig service. Vi hade med oss barnvagn och det var lite trångt, men de hjälpte till att ordna plats."
[Swedish],345,108,12.0,4,"October 12, 2016 ",Drink i anrik lokal,"Lund, Sweden",Har förvisso aldrig ätit här men har tagit en drink vid flera tillfällen. Inrymt i anrik miljö. Personal med yrkesstolthet....More
[Swedish],345,91,23.0,5,"October 15, 2014 ",En gastronomisk höjdare,"Lund, Sweden",Fast man bor i Lund så går man på restaurang alltför sällan i sin egen hemstad och då blir man...More
[Swedish],345,10,6.0,4,"October 15, 2016 ",Ett säkert kort!,"Lund, Sweden","Har besökt denna restaurang vid ett flertal tillfällen, både med min familj och med sambo och vänner. Fantastiskt goda smaker,...More"
[Swedish],345,50,15.0,5,"October 16, 2015 ",Lunds bästa restaurang,"Lund, Sweden",Denna restaurang servera lika god mat till vardags som till fest. Allt är utsökt tillagat. Man får söka efter mer...More
[Swedish],345,1,,5,"October 17, 2015 ",Ett ställe att gå till ...,"Lund, Sweden",Mycket bra mat och underbara cocktails. Ett måste när du vill ge dig själv en njutning bara för att ......More
[Swedish],345,4,,5,"October 18, 2015 ",Mumma...,,för kropp och själ. Mat och dryck var en ljuvligt god kombo. Servicen gjorde att man slappnade av och bara...More
[Swedish],345,12,6.0,5,"October 18, 2016 ",Mycket bra.,,"Måste helt klart vara Lunds bästa restaurang. Trevlig personal, magisk mat. Verkligen toppenbra! Hit går vi gärna igen."
[Swedish],345,5,,5,"October 18, 2016 ",Lunds bästa,,Efter mitt tycke är Mat & Destillat den absolut bästa restaurangen i Lund! Har ätit på de flesta andra restaurangerna...More
[Swedish],345,51,8.0,5,"October 19, 2016 ",Perfekt!,,Drinkarna i baren är outstanding! Prova något nytt här och låt dom bestämma! Avsmakningsmeny rekommenderas varmt! Allt är bra!
[Swedish],345,5,3.0,4,"October 22, 2018 ",Smak med variation,,"Vi valde avsmakningsmeny, 6 rätter, som med facit i hand var ett mycket gott val. 
Lite i högsta laget gällande...More"
[Swedish],345,24,3.0,4,"October 23, 2012 ",Mycket trevlig kväll,,"God mat och goda drinkar och gott vin. Mycket duktig personal, både i serveringen och i köket. Inga problem med...More"
[Swedish],345,21,6.0,5,"October 23, 2016 ",Bäst i Skåne!,,Ingen annanstans i Skåne (kanske till och med i Sverige) har jag upplevt så bra service som här. Krögaren Markus...More
[Swedish],345,49,15.0,4,"October 24, 2016 ",bra mat och service,"Lund, Sweden","Boka alltid bord, även på lunch om du kommer 12-13. Mycket god mat och bra service - enda klagomålet är...More"
[Swedish],345,2,1.0,5,"October 26, 2015 ",Otroligt trevlig personal !,"Lund, Sweden","Kanske bästa maten i Lund just nu! Trevlig bar och bra läge.
Inte den billigaste (+++) krogen i stan"
[Swedish],345,13,1.0,5,"October 26, 2015 ",Utsökt och trevligt,"Lund, Sweden",Lika trevligt att slinka in för ett glas vin efter Kino som att träffas och äta riktigt gott när vi...More
[Swedish],345,59,21.0,4,"October 28, 2014 ",Fint men dyrt,"Stockholm, Sweden",Mycket snabb och trevlig personal. Underbart god mat. Högt prisläge. Trots att vårt bord låg intill toaletten störde inte det...More
[Swedish],345,18,8.0,5,"October 28, 2018 ",Bra finrestaurang,"Lund, Sweden","Budgetalternativ är det inte, och har inte påstått sig vara det heller. MEN maten är fantastisk, och servicen utöver det...More"
[Swedish],345,45,4.0,5,"October 28, 2018 ",Lunch,,"Då jag endast avnjutit lunch kan jag inte uttala mig om menyn men lunchen var definitivt prisvärd, god och vackert...More"
[Swedish],345,18,4.0,5,"October 29, 2015 ",Bäst i Lund,"Lund, Sweden","Restaurangen ligger inrymd i det anrika Cafe Lundagårds gamla lokaler, ett stenkast från Domkyrkan och Universitetshuset. Lokalen är väldigt fint...More"
[Swedish],345,178,33.0,5,"October 29, 2015 ",En fantastisk upplevelse!,,Trevligt bemötande och service från början till slut. En bra meny som var säsongsbetonad. Fantastisk mat utan att vara överpretentiös....More
[Swedish],345,23,2.0,5,"October 3, 2017 ",Lunch,Ljungby Sweden,"Gamla Lundagård har nu blivit ett mycket trevligt lunchbesök. God mat med mycket trevlig personal. Dagens lax var fantastisk, perfekt...More"
[Swedish],345,155,22.0,4,"October 3, 2017 ",Mycket bra mat,"Akarp, Sweden","PÅ Mat och Destillat är servicen mycket bra, och maten utmärkt. Maten lutar mera åt husmanskost, och det är mycket...More"
[Swedish],345,23,7.0,5,"October 30, 2012 ",Bra service och god mat,,"Bästa service och väldigt god mat.
Väldigt snabb service vid lunch och parkering fem ifrån entrén .
Mycket trevlig personal....More"
[Swedish],345,37,16.0,5,"October 31, 2015 ",Förutom god mat blandar de rysligt goda drinkar,"Lund, Sweden","Fick en specialare baserat på de smaker jag beskrev att jag gillade, fanns inte på drinklistan utan improviserades fram och...More"
[Swedish],345,58,19.0,5,"October 31, 2016 ",En fantastisk middag!,"Stockholm, Sweden",En fest med vänner som sent ska glömmas. Allt var bra från förrätt till dessert. Sillamackan var den godaste jag...More
[Swedish],345,3,,4,"October 8, 2015 ",Bra,"Kristianstad, Sweden",Helt underbar mat med bra råvaror och bra service. Priserna va helt okej för den maten . Kommer att komma...More
[Swedish],345,4,5.0,4,"October 9, 2014 ",Bra mat och personal.,"Malmo, Sweden",Proffsig klassisk serviceanda och mat som känns som den är lagad från grunden med respekt för råvaran. Väl värt ett...More
[Swedish],345,15,12.0,5,"September 1, 2014 ",Allt o lite till,,En drink blandad av europas bästa. Eller bara ett glas vin i en härlig atmosfär. Maten är förstklassig oavsett om...More
[Swedish],345,11,7.0,5,"September 1, 2015 ",Bra lunch,,Trevligt lunchställe med god sevice. Tycker även kvällsmenyn är över förväntan. Drinkarna på mat & destillat är bland de bättre...More
[Swedish],345,9,5.0,5,"September 10, 2015 ",Mycket god middag,"Lund, Sweden",Vi var två äldre och en ung vuxen som åt middag tidigt på kvällen. Servering var uppmärksam. Begränsad mängd huvudrätter...More
[Swedish],345,1,,2,"September 10, 2017 ",Dåligt för vegetarianer och veganer,"Eslov, Sweden",Trevlig personal och väldigt god mat smakmässigt men vi betalade 220 kr var (nästan lika mycket som för kött- fisk...More
[Swedish],345,77,55.0,5,"September 10, 2017 ",Toppklass,"Boras, Sweden","Otroligt god mat, trevlig och påläst service. Enda minus är baren - här har man inte bråttom. Vi ville ha...More"
[Swedish],345,63,18.0,4,"September 11, 2016 ",Del av stort umgänge.,"Gothenburg, Sweden",I samband med en kurs var vi här och åt. Mycket gott! Fläsksida och sedan en sorbet med rostad råg...More
[Swedish],345,148,15.0,4,"September 12, 2015 ",Trevligt och gott,"Sollentuna, Sweden",Trevlig service och god mat med lite twist. Har besökt restaurangen förr och det kommer sannolikt fler tillfällen. Trevligt ställe...More
[Swedish],345,35,2.0,5,"September 13, 2017 ",Fantastisk miljö,"Lund, Sweden",En fantastisk miljö med vänlig och kunnig personal. Bra hjälp och förklaringar om man så önskar. Populärt  ställe så glöm...More
[Swedish],345,32,8.0,5,"September 15, 2012 ","Supergod, prisvärd mat och trevlig service","Stockholm, Sweden",De kan både göra kött och fisk på det här stället - min grissida var fantastiskt mör och min flickväns...More
[Swedish],345,109,12.0,3,"September 15, 2018 ",Rekommenderas,"Gothenburg, Sweden",Åt lunch här med ett sällskap. Trots strömavbrott fick både vegetarianer och andra mat fort. Det var imponerande och gott....More
[Swedish],345,74,59.0,4,"September 16, 2013 ",Kanske Grands efterträdare ?,"Malmo, Sweden","En krog som flyttat in i klassiska Conditori Lundagårds lokaler. Aspirerar uppenbart på gamla Grands kulinariska ledarposition i Lund.
Nu...More"
[Swedish],345,53,8.0,5,"September 16, 2015 ",Fantastiskt,"Kavlinge, Sweden","Vi blev serverade super god 3 rätters i en mysig miljö och servicen var jättebra. 
Väntetiden mellan rätterna var precis...More"
[Swedish],345,16,,4,"September 16, 2015 ",Modernt speciellt,"Copenhagen, Denmark",Helt klart ett place med engagerade kockar som både har mod och kunskap att komponera spännande rätter. Inredning och stil...More
[Swedish],345,39,9.0,5,"September 16, 2017 ",Drinkar!!!!,"Malmo, Sweden",Maten är superb men om du skall gå nuts så beställ en drink här. Jag dagdrömmer fortfarande om citronmarängcocktailem jag...More
[Swedish],345,6,3.0,5,"September 16, 2017 ",Oerhört trevligt och gott,,Fantastisk fin service. Underbara drinkar. Riktigt god mat. Härlig stämning. Lunds absolut bästa restaurang.
[Swedish],345,6,3.0,5,"September 17, 2016 ",Fantastiskt!,"Malmo, Sweden","Allt bra rakt igenom, toppenkrog.
Maten ljuvlig , servicen utomordentlig, vinet till maten, alla härliga drinkar efter maten..detta ställe kan...More"
[Swedish],345,2,,5,"September 17, 2016 ",Middag för två,Lund,"Underbart som vanligt! Passa på att prova drinkarna som är något utöver det 
vanliga! Förätten syrad piggvar hade spännande smaker."
[Swedish],345,52,12.0,5,"September 17, 2016 ",Nöjd kund,"Lomma, Sweden",Trevlig avslappnad men stilig Atmosvär . Bartenders i världsklass och god spännande mat . Missa inte denna pärla !!
[Swedish],345,20,8.0,5,"September 18, 2014 ",Bäst i Lund,"Malmo, Sweden",Besökte restaurangen en torsdag med 3 kollegor. Vi hade inga stora förväntningar utan hade bara hört att det var en...More
[Swedish],345,9,11.0,3,"September 18, 2016 ",Bra men DYRT!,,"Helt klart överskattat... God liten rätt som är för dyrt- borde finnas billigare alternativ.
Dessutom så är ljudnivån alldeles för...More"
[Swedish],345,10,3.0,5,"September 19, 2016 ",Här blir man nöjd,"Eslov, Sweden","Vi åt en trerättersmiddag här, vilken var både jättegod och prisvärd. Man förklarade vid bordet vad det var man serverade...More"
[Swedish],345,23,1.0,5,"September 20, 2015 ",Superbt,"Veberod, Sweden",Riktigt god mat med bra kvalitét. Väl värt pengarna. Trevlig personal som gav bra service. Vi uppskattade att det var...More
[Swedish],345,31,16.0,5,"September 20, 2015 ",Supernöjda!,"Helsingborg, Sweden","Trevlig och genuin service. 
Fantastisk säsongsbetonad meny, sotad rå oxe med ingefära, päron och hasselnöt samt oxkind med svamp och...More"
[Swedish],345,54,20.0,5,"September 21, 2014 ",Fantastisk mat och service,,Vi besökte restaurangen i samband med födelsedagsfriande och blev otroligt positivt överraskade. Sambon åt vegetariskt och jag åt en kycklingrätt....More
[Swedish],345,39,9.0,4,"September 21, 2015 ",Perfekt för en romantisk finmiddag,"Helsingborg, Sweden",Vi beställde september 3- rätters menyn som vi läst om på nätet. Konstigt nog fanns den inte i menyn så...More
[Swedish],345,20,6.0,5,"September 22, 2015 ",Stiligt och gott ,"Falkenberg, Sweden",Fin och stilig restaurang med trevlig miljö och bra service. Servitörerna visade bra omtanke om kunden och kommer gärna åter.
[Swedish],345,180,31.0,4,"September 22, 2018 ",Fantastisk mat i stökig miljö,"Lund, Sweden",Åter ett besök på fantastiska M&D. Stort internationellt sällskap som serverades mat och vinmeny av mycket trevlig och proffessionell personal....More
[Swedish],345,13,1.0,5,"September 23, 2016 ",Helt fantastiskt!,,Lite strul med bokningen innebar fritt bubbel i baren innan vi blev placerade av världens gladaste servitör. Maten bland det...More
[Swedish],345,6,4.0,4,"September 23, 2016 ",Mycket bra mat och service.,"Lund, Sweden","Trevlig restaurang, maten och servicen oklanderlig, dock är priserna för höga, inget ställe man spontant väljer en kväll."
[Swedish],345,14,10.0,5,"September 23, 2017 ","Fantastisk mat, dryck, service och atmosfär.","Malmo, Sweden","Mycket trevligt, återkommer gärna många gånger. Fantastisk mat, dryck, service och atmosfär. Rekommenderas varmt!"
[Swedish],345,1,,5,"September 26, 2015 ",Otroligt,,Otroligt bra service och fantastiskt god mat. Bra priser på maten också. Blir fler besök där. Vi betalade 1200 ink...More
[Swedish],345,3,,5,"September 27, 2012 ",Sjukt bra mat och goda drinkar.,,Godaste maten på länge. Uppmärksam och god service trots fullsatt restaurang. Fantastiskt trevliga drinkar med lång drinklista. Boka bord!
[Swedish],345,6,2.0,5,"September 27, 2015 ","fantastiskt god mat, tog vegetarisk rätt","Lund, Sweden","Mycket god mat, utmärkta råvaror, väl behandlade, modernt tillagade, gott vin och ypperlig service. Har nu varit här två gånger...More"
[Swedish],345,17,6.0,5,"September 27, 2018 ",Vällagat i livlig miljö,"Solna, Sweden",Fantastisk mat och goda drinkar i en stimmig och gemytlig miljö. Det märks att personalen på Mat & Destillat är...More
[Swedish],345,31,37.0,4,"September 28, 2016 ",God mat i trist lokal,"Lund, Sweden","Vi åt en lördagslunch och tog varsin förrätt och huvudrätt. Oerhört vällagad mat och rena, fina smaker. Menyn bestod av...More"
[Swedish],345,121,22.0,5,"September 29, 2016 ",Spännande smaker i Lund,"Strangnas, Sweden","En trevlig liten restaurang ett stenkast från domkyrkan. Vi åt rostas,  mycket mört, och precis lagom stekt nötkött från rostbiff....More"
[Swedish],345,11,,5,"September 3, 2017 ",Toppklass!,"Kalmar, Sweden",Fantastiskt god mat och skön atmosfär. Spännande mycket välkomponerad meny och intressant urval av drinkar till såväl aperitif som dessert....More
[Swedish],345,7,15.0,5,"September 30, 2014 ","God mat, trevlig personal",,"Mycket god mat, och trevligt bemötade mot alla gäster oavsett ålder och utseende. Hit kommer jag gärna tillbaka!"
[Swedish],345,24,10.0,4,"September 30, 2014 ",Fantastisk mat.,"Lund, Sweden",Har besökt restaurangen vid ett par tillfällen. Alltid fått god och vällagad mat och bästa tänkbara service. Vid senaste besöket...More
[Swedish],345,125,18.0,5,"September 30, 2015 ",Mycket god mat,"Lidkoping, Sweden",Måste säga att man blev ordentlig nöjd med maten på denna restaurangen. Fint avvägda smaker och bra och trevlig service....More
[Swedish],345,55,12.0,5,"September 30, 2018 ",Drinkar med vänner i trevlig atmosfär med bra service,"Lund, Sweden",Var igår på Mat och Destillat i Lund med några vänner. Personalen var upptagen när vi gick in genom dörren...More
[Swedish],345,18,8.0,5,"September 4, 2016 ",Lunds bästa restaurang,"Lund, Sweden","Firade min mammas födelsedag här, personalen var så trevlig och tog hand om oss på alla bästa möjliga vis, tack,...More"
[Swedish],345,141,44.0,1,"September 5, 2013 ","Dålig service, dålig mat","Helsingborg, Sweden","Otrevlig personal som verkar tycka att man mest är till besvär, ingen bra service alls. Inte heller maten var god."
[Swedish],345,75,15.0,4,"September 5, 2016 ",Besvikelse ,"Lund, Sweden","Har varit här flera gånger tidigare, och har då alltid varit mycket nöjd. Denna gång blev dock så inte fallet....More"
[Swedish],345,22,4.0,5,"September 5, 2017 ",I skuggan av Domkyrkan,"Lund, Sweden",I skuggan av Lunds magnifika Domkyrka döljer sig en liten pärla. Pojkarna på Mat & Destillat kan sin sak. En...More
[Swedish],345,100,25.0,4,"September 6, 2015 ",Välbesökt ställe,"Eslov, Sweden",När ett ställe är välbesökt är det oftast det av en anledning. Samma sak gäller i högsta grad även för...More
[Swedish],345,37,8.0,4,"September 7, 2015 ",levererar varje gång,"Hoor, Sweden","Har vid ett flertal gånger ätit på denna excellenta restaurang, och aldrig blivit besviken. Var där senast i Juli med...More"
[Swedish],345,39,23.0,5,"September 9, 2014 ",Fantastisk mat och drinkar! ,,Besökte restaurangen en måndag med lite mer än halvfullt i salen. Mycket mysig stämning som det brukar vara här. Exemplarisk...More
