Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
2703,Lund_00944,Building,Landmark,Estate,Architecture,Mansion,Stately home,Palace,Classical architecture,Tree,House,[T T VT,A ' Anna Ostrowska, Jul 2018
2708,Lund_00803,Classical architecture,Architecture,Landmark,Building,Daytime,Sky,Facade,City,Palace,House,Lundagérd,B Bengt Ljungquist, Apr 2018
2714,Lund_01048,Classical architecture,Building,Landmark,Architecture,Palace,Facade,Sky,Mansion,City,Official residence,Lundagérd 9,6@@ Lau Moura, Jun 2018
2717,Lund_00535,Landmark,Medieval architecture,Architecture,Building,Place of worship,Classical architecture,Facade,Church,Cathedral,Sky,LT T o1 T T,€N Juan Piema, Jun 2018
2727,Lund_02633,Light,Night,Lighting,Building,Architecture,Sky,Road,City,Mixed-use,,Biltema 8,' (&= =RV, Mar 2018
2730,Lund_02279,Body of water,Natural landscape,Water,Lake,Nature reserve,Reservoir,Natural environment,Vegetation,Freshwater marsh,Water resources,|G AT,M Maria Tracz, May 2018
2732,Lund_02165,Grass,Green,Lawn,Natural landscape,Tree,House,Estate,Botany,Home,Park,Atmosfiren i maj &r,NG ED G, May 2018
2737,Lund_00964,Water,Fountain,Landmark,Tree,Sky,Botany,Architecture,Garden,Water feature,Botanical garden,Lundagérd,@ Jeanette Lidbom, Jul 2018
2738,Lund_02729,Floor,Flooring,Gym,Hardwood,Laminate flooring,Physical fitness,Wood flooring,Wood,Room,Building,Fitness24Seven,@ Simone Pellegrin, Mar 2018
2744,Lund_01800,Landmark,Classical architecture,Architecture,Building,Facade,City,Palace,Tourist attraction,Monument,Presidential palace,Kulturen,";9"" RN R R", Jul 2018
2750,Lund_01926,Sky,Cloud,Road,Town,City,Mountain,Infrastructure,Urban area,Lane,Street,0KQ8 Lund Kung Os:,¢ 3 DzH, Apr 2018
2751,Lund_00425,Landmark,City,Building,Plaza,Town,Architecture,Human settlement,Public space,Town square,Facade,Grand Hotel Lund,0 Andrew Feiermar, Apr 2018
2758,Lund_01803,Medieval architecture,Architecture,Building,Landmark,Church,Place of worship,Facade,Steeple,Spire,Sky,Lund Cathedral,Oldfich Kamensk, Aug 2018
2759,Lund_00031,Building,Classical architecture,Architecture,Landmark,Property,Facade,Official residence,Palace,Courthouse,Mansion,"‘é"" [N","‘é"" [N", Aug 2018
2765,Lund_00632,Building,Architecture,Medieval architecture,Church,Place of worship,Parish,Sky,Chapel,Facade,Tree,Klosterkyrkan ¢,‘ John Eckerdal, Jan 2018
2769,Lund_02147,Botany,Botanical garden,Garden,Tree,Architecture,Reflecting pool,Pond,,,,Lundagérd ¢,Lundagérd ¢, Jun 2018
2776,Lund_00016,Vegetation,Tree,Botany,Garden,Palm tree,Botanical garden,Arecales,Plant,Sunlight,House,Botanical Garden,@ Hans Jirgen Klai, Sep 2018
2783,Lund_01313,Wall,Castle,Property,Architecture,Building,Fortification,Historic site,History,Tree,Ruins,Lundagérd,Anne Liff Poulse!, Jul 2018
2789,Lund_02594,Building,Boutique,Retail,Outlet store,Room,Marketplace,Bazaar,Shopping,Closet,,Hep Cat Store,‘4 »i Martin Lannerés, Aug 2018
2790,Lund_00997,Body of water,Water,Water resources,Reflection,Waterway,Natural landscape,Watercourse,Bank,Pond,House,Kulturen,M Maria Klanac, Apr 2018
2799,Lund_00470,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Church,Steeple,Place of worship,Spire,Facade,Liberiet,qﬁi Maxime LMA, Aug 2018
2800,Lund_00495,Building,Estate,Landmark,Mansion,Palace,Stately home,Property,Official residence,Architecture,Classical architecture,[T T VT,C Carina Hagerblac, Jun 2018
2801,Lund_00204,Landmark,Architecture,Tree,Building,Town,Sky,Medieval architecture,City,Plant,Night,"‘é"" [N","‘é"" [N", Aug 2018
2802,Lund_01952,Property,Estate,House,Tree,Building,Mansion,Spring,Grass,Architecture,Real estate,Lundagérd,RGOSR, Apr 2018
2808,Lund_01600,Body of water,Water resources,Nature,Nature reserve,Natural landscape,Waterway,Vegetation,Bank,Watercourse,Water,Stadsparken,BIVIITVENT EEETT, May 2018
2815,Lund_01101,Aerial photography,Landmark,Bird's-eye view,Urban area,City,Building,Architecture,Metropolitan area,Photography,Landscape,Ideon Science Park,'?:“ jan kees dommis, Mar 2018
